"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"4251","GO:0009237",0.0291842778573872,1,1,1,"siderophore metabolic process","BP"
"6209","GO:0019290",0.0291842778573872,1,1,1,"siderophore biosynthetic process","BP"
"12556","GO:0048845",0.0293320541333088,0.997898079288362,2,9,"venous blood vessel morphogenesis","BP"
"7652","GO:0031750",0.0294850042740261,1,1,1,"D3 dopamine receptor binding","MF"
"7653","GO:0031751",0.0294850042740261,1,1,1,"D4 dopamine receptor binding","MF"
"5922","GO:0017065",0.0296235780708557,1,1,1,"single-strand selective uracil DNA N-glycosylase activity","MF"
"6554","GO:0021763",0.0297414307032732,1,1,1,"subthalamic nucleus development","BP"
"9287","GO:0035462",0.0297414307032732,1,1,1,"determination of left/right asymmetry in diencephalon","BP"
"13693","GO:0060127",0.0297414307032732,1,1,1,"prolactin secreting cell differentiation","BP"
"13982","GO:0060578",0.0297414307032732,1,1,1,"superior vena cava morphogenesis","BP"
"6891","GO:0030213",0.0298389750763138,1,1,1,"hyaluronan biosynthetic process","BP"
"18885","GO:1904787",0.0298389750763138,1,1,1,"positive regulation of asymmetric protein localization involved in cell fate determination","BP"
"19321","GO:1905935",0.0298389750763138,1,1,1,"positive regulation of cell fate determination","BP"
"16341","GO:0090660",0.0299937585531042,1,1,1,"cerebrospinal fluid circulation","BP"
"6241","GO:0019395",0.0300617430044092,0.991002266728759,6,71,"fatty acid oxidation","BP"
"2919","GO:0006544",0.0300779969447693,0.995609292334848,3,21,"glycine metabolic process","BP"
"1716","GO:0004342",0.0300896770219441,1,1,1,"glucosamine-6-phosphate deaminase activity","MF"
"2608","GO:0006043",0.0300896770219441,1,1,1,"glucosamine catabolic process","BP"
"11730","GO:0046370",0.0300896770219441,1,1,1,"fructose biosynthetic process","BP"
"14770","GO:0070291",0.0301074211920728,0.997811841394819,2,9,"N-acylethanolamine metabolic process","BP"
"4938","GO:0014034",0.0301596229784613,0.997805990515804,2,9,"neural crest cell fate commitment","BP"
"5928","GO:0017077",0.0302984145258413,1,1,1,"oxidative phosphorylation uncoupler activity","MF"
"1991","GO:0004756",0.0303360229225431,1,1,1,"selenide, water dikinase activity","MF"
"5521","GO:0016260",0.0303360229225431,1,1,1,"selenocysteine biosynthetic process","BP"
"5787","GO:0016781",0.0303360229225431,1,1,1,"phosphotransferase activity, paired acceptors","MF"
"12472","GO:0048705",0.0303608204422757,0.986818422047199,11,163,"skeletal system morphogenesis","BP"
"8849","GO:0034612",0.0304781908668026,0.989798112727614,7,85,"response to tumor necrosis factor","BP"
"13131","GO:0051383",0.0306428890559909,0.995570857434739,3,18,"kinetochore organization","BP"
"11380","GO:0045638",0.0307781490545802,0.992044036344652,5,50,"negative regulation of myeloid cell differentiation","BP"
"2096","GO:0004965",0.0310074593039635,0.997850381209137,2,7,"G protein-coupled GABA receptor activity","MF"
"7596","GO:0031631",0.0310074593039635,0.997850381209137,2,7,"negative regulation of synaptic vesicle fusion to presynaptic active zone membrane","BP"
"17997","GO:1902712",0.0310074593039635,0.997850381209137,2,7,"G protein-coupled GABA receptor complex","CC"
"18142","GO:1903046",0.0312565994858954,0.984008348188839,16,259,"meiotic cell cycle process","BP"
"12796","GO:0050843",0.0312568508935675,1,1,1,"S-adenosylmethionine catabolic process","BP"
"17437","GO:1901054",0.0312568508935675,1,1,1,"sarcosine biosynthetic process","BP"
"3517","GO:0007429",0.031695784714427,1,1,1,"secondary branching, open tracheal system","BP"
"3450","GO:0007341",0.0317450073229362,1,1,1,"penetration of zona pellucida","BP"
"4933","GO:0014028",0.0317450073229362,1,1,1,"notochord formation","BP"
"2647","GO:0006105",0.0318909476480557,0.997608765830629,2,9,"succinate metabolic process","BP"
"2043","GO:0004830",0.032112158708863,1,1,1,"tryptophan-tRNA ligase activity","MF"
"2847","GO:0006436",0.032112158708863,1,1,1,"tryptophanyl-tRNA aminoacylation","BP"
"8241","GO:0032924",0.0322043315358235,0.997572413432567,2,9,"activin receptor signaling pathway","BP"
"5837","GO:0016860",0.032351966369495,0.991485957867531,5,55,"intramolecular oxidoreductase activity","MF"
"720","GO:0001946",0.0325566447996081,0.997596620962638,2,8,"lymphangiogenesis","BP"
"9681","GO:0036303",0.0325566447996081,0.997596620962638,2,8,"lymph vessel morphogenesis","BP"
"1485","GO:0003846",0.0325779061603253,1,1,1,"2-acylglycerol O-acyltransferase activity","MF"
"1660","GO:0004144",0.0325779061603253,1,1,1,"diacylglycerol O-acyltransferase activity","MF"
"17671","GO:1901738",0.0325779061603253,1,1,1,"regulation of vitamin A metabolic process","BP"
"19867","GO:2000489",0.0325779061603253,1,1,1,"regulation of hepatic stellate cell activation","BP"
"19868","GO:2000491",0.0325779061603253,1,1,1,"positive regulation of hepatic stellate cell activation","BP"
"2952","GO:0006578",0.0325912447066623,0.997527258165354,2,9,"amino-acid betaine biosynthetic process","BP"
"11252","GO:0045329",0.0325912447066623,0.997527258165354,2,9,"carnitine biosynthetic process","BP"
"6560","GO:0021773",0.0327929322493282,1,1,1,"striatal medium spiny neuron differentiation","BP"
"8642","GO:0034125",0.0327929322493282,1,1,1,"negative regulation of MyD88-dependent toll-like receptor signaling pathway","BP"
"10652","GO:0043509",0.0327929322493282,1,1,1,"activin A complex","CC"
"10653","GO:0043511",0.0327929322493282,1,1,1,"inhibin complex","CC"
"10654","GO:0043512",0.0327929322493282,1,1,1,"inhibin A complex","CC"
"11127","GO:0045072",0.0327929322493282,1,1,1,NA,NA
"11132","GO:0045077",0.0327929322493282,1,1,1,NA,NA
"11331","GO:0045578",0.0327929322493282,1,1,1,"negative regulation of B cell differentiation","BP"
"11966","GO:0046882",0.0327929322493282,1,1,1,"negative regulation of follicle-stimulating hormone secretion","BP"
"12215","GO:0048180",0.0327929322493282,1,1,1,"activin complex","CC"
"14976","GO:0070699",0.0327929322493282,1,1,1,"type II activin receptor binding","MF"
"14164","GO:0060935",0.0328352884587167,1,1,1,"cardiac fibroblast cell differentiation","BP"
"14165","GO:0060936",0.0328352884587167,1,1,1,"cardiac fibroblast cell development","BP"
"14166","GO:0060938",0.0328352884587167,1,1,1,"epicardium-derived cardiac fibroblast cell differentiation","BP"
"14167","GO:0060939",0.0328352884587167,1,1,1,"epicardium-derived cardiac fibroblast cell development","BP"
"14168","GO:0060940",0.0328352884587167,1,1,1,"epithelial to mesenchymal transition involved in cardiac fibroblast development","BP"
"1859","GO:0004569",0.0329473203786459,1,1,1,"glycoprotein endo-alpha-1,2-mannosidase activity","MF"
"3096","GO:0006781",0.0329751355935547,1,1,1,"succinyl-CoA pathway","BP"
"4297","GO:0009361",0.0329751355935547,1,1,1,"succinate-CoA ligase complex (ADP-forming)","CC"
"12662","GO:0050459",0.0330443683180494,1,1,1,"ethanolamine-phosphate phospho-lyase activity","MF"
"3304","GO:0007127",0.0330712275678273,0.987757996367584,8,100,"meiosis I","BP"
"3907","GO:0008406",0.0331046733818871,0.982930702035011,16,269,"gonad development","BP"
"9447","GO:0035787",0.0333854527081477,1,1,1,"cell migration involved in kidney development","BP"
"11477","GO:0045813",0.0333854527081477,1,1,1,"positive regulation of Wnt signaling pathway, calcium modulating pathway","BP"
"2993","GO:0006636",0.0334646626929537,0.992789603254717,4,39,"unsaturated fatty acid biosynthetic process","BP"
"1597","GO:0004043",0.0335742259617662,1,1,1,"L-aminoadipate-semialdehyde dehydrogenase activity","MF"
"4058","GO:0008802",0.0335742259617662,1,1,1,"betaine-aldehyde dehydrogenase activity","MF"
"1980","GO:0004742",0.0337087979577567,1,1,1,"dihydrolipoyllysine-residue acetyltransferase activity","MF"
"5599","GO:0016418",0.0337087979577567,1,1,1,"S-acetyltransferase activity","MF"
"13349","GO:0051880",0.0337595769565414,0.997548509924176,2,7,"G-quadruplex DNA binding","MF"
"8783","GO:0034440",0.0337688017501658,0.98960456190512,6,73,"lipid oxidation","BP"
"1306","GO:0003209",0.0338782551903738,0.994846528152161,3,20,"cardiac atrium morphogenesis","BP"
"18753","GO:1904505",0.0338945409179965,0.997442355190666,2,8,"regulation of telomere maintenance in response to DNA damage","BP"
"18754","GO:1904506",0.0338945409179965,0.997442355190666,2,8,"negative regulation of telomere maintenance in response to DNA damage","BP"
"14012","GO:0060629",0.0338976029134495,1,1,1,"regulation of homologous chromosome segregation","BP"
"1519","GO:0003912",0.03404686549713,1,1,1,"DNA nucleotidylexotransferase activity","MF"
"2752","GO:0006295",0.034127233806096,0.997415169711191,2,8,NA,NA
"6599","GO:0021858",0.0341425153318518,1,1,1,"GABAergic neuron differentiation in basal ganglia","BP"
"1328","GO:0003252",0.0342526517631518,1,1,1,"negative regulation of cell proliferation involved in heart valve morphogenesis","BP"
"5582","GO:0016362",0.0342526517631518,1,1,1,"activin receptor activity, type II","MF"
"14125","GO:0060836",0.0342526517631518,1,1,1,"lymphatic endothelial cell differentiation","BP"
"16845","GO:0098820",0.0342526517631518,1,1,1,"trans-synaptic protein complex","CC"
"2786","GO:0006355",0.0344505774365539,0.974687696073815,70,1622,"regulation of DNA-templated transcription","BP"
"2990","GO:0006631",0.0345927336290239,0.982478297210329,15,262,"fatty acid metabolic process","BP"
"18571","GO:1904026",0.0346188518391888,1,1,1,"regulation of collagen fibril organization","BP"
"18572","GO:1904028",0.0346188518391888,1,1,1,"positive regulation of collagen fibril organization","BP"
"1216","GO:0003031",0.0347347618406921,1,1,1,"detection of carbon dioxide","BP"
"2200","GO:0005223",0.0347347618406921,1,1,1,"intracellular cGMP-activated cation channel activity","MF"
"4337","GO:0009454",0.0347347618406921,1,1,1,"aerotaxis","BP"
"1903","GO:0004634",0.0350177923546378,1,1,1,"phosphopyruvate hydratase activity","MF"
"19445","GO:1990440",0.0352306197886926,0.997211265022581,2,9,"positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","BP"
"18331","GO:1903506",0.0353098512183256,0.973969071401066,71,1651,"regulation of nucleic acid-templated transcription","BP"
"14598","GO:0061982",0.0354071202167697,0.984979146578228,10,140,"meiosis I cell cycle process","BP"
"11163","GO:0045137",0.0356294851194774,0.981456335150054,16,272,"development of primary sexual characteristics","BP"
"5824","GO:0016835",0.0358777226200959,0.990271655665158,5,58,"carbon-oxygen lyase activity","MF"
"13960","GO:0060538",0.0360647240403607,0.98462182226471,10,152,"skeletal muscle organ development","BP"
"14836","GO:0070419",0.0360847020060869,0.997182368750641,2,8,"nonhomologous end joining complex","CC"
"20123","GO:2001141",0.0360998303992569,0.973353575552617,71,1653,"regulation of RNA biosynthetic process","BP"
"4139","GO:0009109",0.0361922875890409,0.997032339108434,2,10,NA,NA
"3603","GO:0007549",0.0363661952289898,0.992045184578635,4,33,"dosage compensation","BP"
"17172","GO:0140013",0.0366095897028238,0.982381812611875,13,200,"meiotic nuclear division","BP"
"3861","GO:0008327",0.03660983234128,0.997040705919628,2,9,"methyl-CpG binding","MF"
"2726","GO:0006265",0.0366865694088054,0.997109326422185,2,8,"DNA topological change","BP"
"3956","GO:0008488",0.0370739215944075,1,1,1,"gamma-glutamyl carboxylase activity","MF"
"11521","GO:0045892",0.0372747579594785,0.975632069604224,35,747,"negative regulation of DNA-templated transcription","BP"
"7834","GO:0032223",0.0381130714636004,0.99693349641386,2,8,"negative regulation of synaptic transmission, cholinergic","BP"
"17897","GO:1902442",0.0384696234032483,1,1,1,"regulation of ripoptosome assembly involved in necroptotic process","BP"
"17898","GO:1902443",0.0384696234032483,1,1,1,"negative regulation of ripoptosome assembly involved in necroptotic process","BP"
"4268","GO:0009266",0.0388197899023298,0.980048403077247,15,255,"response to temperature stimulus","BP"
"2498","GO:0005876",0.0389959816438215,0.989263741015825,5,50,"spindle microtubule","CC"
"9531","GO:0035970",0.0390460605687928,0.996662799184993,2,10,"peptidyl-threonine dephosphorylation","BP"
"3584","GO:0007517",0.0391812594908538,0.979828954064338,15,262,"muscle organ development","BP"
"6387","GO:0019903",0.0397101385873189,0.984746451224239,8,105,"protein phosphatase binding","MF"
"18899","GO:1904813",0.0400570296610593,0.984553908821594,8,113,"ficolin-1-rich granule lumen","CC"
"19005","GO:1905063",0.0402145739311734,0.99650696299458,2,10,"regulation of vascular associated smooth muscle cell differentiation","BP"
"15062","GO:0070886",0.040236516178233,0.996574866980088,2,9,"positive regulation of calcineurin-NFAT signaling cascade","BP"
"17104","GO:0106058",0.040236516178233,0.996574866980088,2,9,"positive regulation of calcineurin-mediated signaling","BP"
"933","GO:0002320",0.0405122395922792,0.996538439982671,2,9,"lymphoid progenitor cell differentiation","BP"
"19429","GO:1990391",0.0405718588233998,0.990793416400539,4,34,"DNA repair complex","CC"
"4107","GO:0009063",0.0406598432766242,0.985463931226376,7,99,"amino acid catabolic process","BP"
"4459","GO:0009952",0.040709597000176,0.978441879794745,16,281,"anterior/posterior pattern specification","BP"
"9386","GO:0035631",0.0408052789258945,0.993231358074099,3,23,"CD40 receptor complex","CC"
"13315","GO:0051782",0.0408959170604952,0.993268092434406,3,21,"negative regulation of cell division","BP"
"18185","GO:1903170",0.0411472695939216,0.993179813266356,3,22,"negative regulation of calcium ion transmembrane transport","BP"
"16836","GO:0098802",0.0413192344061859,0.986690118212057,6,69,"plasma membrane signaling receptor complex","CC"
"9465","GO:0035844",0.0413427399656741,0.996354053615711,2,10,"cloaca development","BP"
"17829","GO:1902224",0.0413656047813408,0.996350929809609,2,10,"ketone body metabolic process","BP"
"8189","GO:0032813",0.0415546105373037,0.990429955159059,4,38,"tumor necrosis factor receptor superfamily binding","MF"
"12430","GO:0048644",0.0425260513935422,0.9861839971464,6,72,"muscle organ morphogenesis","BP"
"8184","GO:0032807",0.0425345598676672,1,1,1,"DNA ligase IV complex","CC"
"12962","GO:0051102",0.0425345598676672,1,1,1,"DNA ligation involved in DNA recombination","BP"
"5472","GO:0016155",0.0427022857449546,1,1,1,"formyltetrahydrofolate dehydrogenase activity","MF"
"3673","GO:0008022",0.0428053068415064,0.981229402713433,10,146,NA,NA
"2911","GO:0006536",0.0431053924598885,0.992666291588538,3,24,"glutamate metabolic process","BP"
"12039","GO:0047130",0.0432076534095466,1,1,1,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity","MF"
"12040","GO:0047131",0.0432076534095466,1,1,1,"saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity","MF"
"1265","GO:0003148",0.04376040752808,0.989754708270566,4,38,"outflow tract septum morphogenesis","BP"
"11529","GO:0045907",0.0439682189921533,0.987417224440281,5,57,"positive regulation of vasoconstriction","BP"
"14658","GO:0070071",0.0440452964188184,0.995978091259352,2,10,"proton-transporting two-sector ATPase complex assembly","BP"
"5743","GO:0016701",0.044132665514984,0.992479292072772,3,22,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","MF"
"19096","GO:1905314",0.0442757084985035,0.995945414185939,2,10,"semi-lunar valve development","BP"
"19378","GO:1990166",0.04429021769838,1,1,1,"protein localization to site of double-strand break","BP"
"18999","GO:1905048",0.0443670913233349,0.995932427347817,2,10,"regulation of metallopeptidase activity","BP"
"7591","GO:0031626",0.0444928652604437,1,1,1,"beta-endorphin binding","MF"
