gene_id,A_R1_001.bam.gtf,B_R1_001.bam.gtf,C_R1_001.bam.gtf,D_R1_001.bam.gtf,E_R1_001.bam.gtf,F_R1_001.bam.gtf,G_R1_001.bam.gtf,H_R1_001.bam.gtf,L_R1_001.bam.gtf,M_R1_001.bam.gtf,N_R1_001.bam.gtf
Pocillopora_acuta_HIv2___RNAseq.g15175.t1b,0,0,0,0,0,0,0,0,0,0,0
STRG.10961,6,0,3,0,3,8,2,0,6,0,0
Pocillopora_acuta_HIv2___RNAseq.g25487.t1,0,4,0,0,0,0,7,0,22,0,9
Pocillopora_acuta_HIv2___TS.g30342.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23225.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23835.t1,0,4,15,10,3,4,0,0,4,3,0
Pocillopora_acuta_HIv2___TS.g17158.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.17612,4,0,0,0,0,6,3,0,2,0,2
Pocillopora_acuta_HIv2___RNAseq.g9538.t1,0,0,4,2,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19810.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27651.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5408.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3230.t2,0,14,7,0,18,8,6,6,5,13,0
STRG.18751,1005,1337,1306,1339,996,1281,903,966,1052,1014,1209
STRG.1016,1096,1019,1715,1679,911,1167,973,1003,1233,1107,727
Pocillopora_acuta_HIv2___RNAseq.g28971.t1b,0,0,0,0,0,0,0,0,0,0,0
STRG.18753,983,1792,817,659,779,1395,1013,1242,1066,973,358
Pocillopora_acuta_HIv2___RNAseq.g23837.t1,0,0,4,0,0,0,1,0,0,0,0
STRG.1014,349,478,417,506,510,407,444,401,419,433,175
STRG.18755,854,930,291,481,1168,574,1429,635,764,1369,600
STRG.1012,1143,1594,728,930,1501,1545,1578,1624,1625,1460,286
STRG.18757,512,452,164,266,737,335,979,444,439,951,174
STRG.18756,6,5,6,1,6,0,8,0,7,9,0
Pocillopora_acuta_HIv2___RNAseq.g23989.t1,0,0,0,0,7,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2667.t1,0,0,3,0,5,0,0,2,0,4,0
STRG.4091,12,29,3,4,13,11,30,4,8,12,4
Pocillopora_acuta_HIv2___TS.g21462.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22444.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4672.t1,0,0,0,12,5,8,0,0,4,4,0
Pocillopora_acuta_HIv2___TS.g1837.t1,0,0,3,0,0,0,0,0,0,0,0
STRG.7604,212,149,367,360,182,181,125,128,150,145,122
Pocillopora_acuta_HIv2___RNAseq.g18790.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.22810_t,0,0,0,0,0,0,0,0,0,0,0
STRG.14882,3,5,5,0,0,10,6,5,0,5,0
STRG.12585,1085,1472,4705,3360,1711,1725,2193,1181,1682,1395,2232
Pocillopora_acuta_HIv2___RNAseq.g30667.t1,0,0,0,0,0,0,5,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28071.t1,0,4,0,7,8,0,0,0,8,0,0
Pocillopora_acuta_HIv2___RNAseq.g4670.t1,0,1,0,0,0,4,0,3,4,0,0
Pocillopora_acuta_HIv2___TS.g24172.t1,0,0,0,0,0,0,0,0,0,0,6
Pocillopora_acuta_HIv2___RNAseq.g27904.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4566.t1,0,0,0,0,0,5,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16068.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9345.t1,0,4,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g24479.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g21848.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27315.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17713.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20021.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28731.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21924.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.9075,18,7,6,0,14,12,12,12,18,23,8
Pocillopora_acuta_HIv2___RNAseq.g27906.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.9077,156,175,904,405,190,160,326,71,116,335,44
STRG.9076,23,20,24,21,26,31,20,11,13,21,7
STRG.9071,383,221,210,271,256,197,217,231,333,279,76
STRG.9070,1256,1171,1107,998,918,1065,1921,1093,1093,1601,1114
STRG.9073,334,231,64,21,214,129,311,203,250,268,134
Pocillopora_acuta_HIv2___RNAseq.g15130.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.5598,1730,2082,1105,1067,1505,1068,1351,1615,1348,1398,487
STRG.5599,159,176,221,166,159,156,225,150,190,173,29
Pocillopora_acuta_HIv2___RNAseq.g23192.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.9078,61,27,2449,1640,49,618,229,38,53,214,54
Pocillopora_acuta_HIv2___RNAseq.g22231.t1,0,0,0,0,0,0,4,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g12924.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23190.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16616.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g18218.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g16805.t1,0,0,0,0,0,0,4,0,6,0,0
STRG.14651,970,583,59,104,680,316,1525,259,860,902,91
Pocillopora_acuta_HIv2___RNAseq.g31090.t1,0,0,6,10,0,0,0,0,0,3,0
Pocillopora_acuta_HIv2___TS.g5213.t1,0,7,2,4,0,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g27508.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8557.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31009.t1,0,2,0,0,0,0,0,0,6,3,3
STRG.4245,6,21,369,318,58,151,103,4,19,114,14
STRG.4244,5,4,1021,728,32,243,72,5,3,186,0
STRG.4247,359,523,220,328,445,438,490,295,384,394,51
Pocillopora_acuta_HIv2___TS.g2901.t1,0,5,0,0,0,0,0,0,0,0,0
STRG.4241,1672,1431,2164,2125,1342,1709,1769,1236,1357,1650,272
STRG.4240,1121,1620,5035,4315,2058,1898,2338,1253,1503,1765,2821
STRG.4243,404,455,509,532,462,387,311,404,575,309,108
STRG.4242,2130,4174,422,354,4707,788,2912,1525,1809,2085,898
STRG.4249,12,10,14,9,23,0,22,12,26,22,0
STRG.4248,40,8,0,0,9,18,19,21,30,36,13
STRG.14298,2,0,0,0,4,0,0,0,3,0,0
STRG.14299,194,233,208,339,220,200,120,209,202,193,90
Pocillopora_acuta_HIv2___RNAseq.g1601.t1,0,0,0,0,0,0,1,0,0,0,0
STRG.14290,27,49,36,31,17,20,46,52,63,39,49
STRG.14291,1241,2036,764,891,1487,1384,1428,1291,1142,1183,437
STRG.14292,153,91,286,220,177,179,155,108,158,157,56
STRG.14293,77,116,156,230,108,128,106,131,129,74,64
STRG.14294,10,9,18,18,0,9,8,10,3,3,0
STRG.14295,69,44,50,51,56,42,35,43,57,66,49
STRG.14296,777,554,426,475,694,536,360,696,789,673,646
STRG.14297,8,24,0,0,12,0,0,0,0,0,10
STRG.7538,598,577,1932,1235,784,694,704,487,533,758,401
STRG.7539,46,81,65,79,117,122,115,76,38,112,21
STRG.7536,193,166,272,235,267,197,267,226,240,161,121
Pocillopora_acuta_HIv2___TS.g10903.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.7534,5731,9780,5381,5047,8524,6415,8780,7876,7938,8016,1239
STRG.7535,23656,28616,19907,23459,32540,29192,32203,29872,25772,29462,25936
STRG.7532,24,38,35,26,67,29,94,79,81,32,86
STRG.7533,124,81,26,12,136,75,144,73,117,243,55
STRG.7530,153,150,46,77,224,117,94,192,173,127,48
STRG.7531,31,41,12,21,39,18,35,37,39,51,22
Pocillopora_acuta_HIv2___RNAseq.g3692.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.3628,855,737,1682,1172,1471,257,617,896,970,281,676
STRG.3629,5,0,0,0,0,0,0,0,0,0,0
STRG.3626,5,12,6,7,4,16,8,9,19,7,7
STRG.3627,7,0,38,0,11,15,14,0,0,0,0
STRG.3624,16,18,106,86,26,30,44,24,0,30,15
STRG.3625,15,9,15,12,17,7,11,14,12,12,8
STRG.3622,9,8,89,33,14,0,23,23,0,15,0
STRG.3623,8,0,6,0,0,8,0,0,15,6,3
STRG.3620,11,2,15,22,9,11,15,8,16,10,3
STRG.3621,2,3,4,5,0,0,1,0,6,1,1
Pocillopora_acuta_HIv2___RNAseq.g30888.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20019.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27913.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g5537.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.16765,290,465,511,473,434,411,485,298,515,355,198
STRG.15653,350,146,49,79,330,198,513,148,453,273,326
STRG.15652,837,985,1064,662,1280,589,1200,1311,1105,942,400
STRG.15651,224,224,125,127,197,141,247,126,191,167,125
STRG.15650,69,53,29,27,70,46,98,69,62,77,23
STRG.15657,293,275,117,199,317,264,424,191,325,241,84
STRG.15656,183,168,210,137,198,179,173,180,127,178,64
STRG.15655,41,50,602,446,71,262,126,43,65,148,37
STRG.15654,19,11,3,3,20,13,60,10,29,23,8
STRG.15659,597,495,557,463,604,415,625,491,740,487,190
STRG.15658,59,32,40,46,39,30,70,68,63,83,58
STRG.3194,7,3,8,5,8,3,2,6,4,0,2
STRG.3195,1,0,1,1,0,4,3,0,0,0,2
STRG.3196,83,154,219,93,98,106,151,57,144,109,56
STRG.3197,103,134,140,113,166,137,95,117,120,119,34
STRG.3190,406,524,572,430,481,379,492,367,558,454,199
STRG.3191,6945,7706,5405,5285,7050,5821,6189,7112,7695,6260,2024
STRG.3192,155,303,188,186,205,226,207,224,298,187,79
STRG.3193,877,1173,633,738,826,1031,964,850,1067,850,152
Pocillopora_acuta_HIv2___TS.g18157.t1,0,0,0,0,0,0,0,0,2,0,0
STRG.3198,25,21,36,15,19,12,15,21,23,9,20
STRG.3199,195,301,313,232,248,225,245,124,276,203,123
STRG.12924,3,14,17,17,14,11,13,33,45,27,0
STRG.12925,3,0,0,0,0,2,5,2,0,8,3
STRG.12926,445,440,1512,850,569,458,705,474,512,576,221
Pocillopora_acuta_HIv2___RNAseq.g14586.t1,0,18,24,23,17,25,8,12,16,36,11
STRG.12920,39,66,68,58,129,137,162,125,46,110,25
STRG.12921,121,112,2463,1190,260,420,791,73,180,1015,26
STRG.12922,5748,8743,4101,4291,8988,6501,7023,7116,6875,6612,2281
STRG.12923,112,87,64,75,141,102,93,60,143,133,199
Pocillopora_acuta_HIv2___RNAseq.g1070.t1,0,130,104,71,39,17,0,11,27,7,42
STRG.12928,65,50,13,28,7,47,23,18,83,36,32
STRG.12929,399,446,451,439,400,426,347,381,325,305,343
Pocillopora_acuta_HIv2___TS.g12750.t1d,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12750.t1e,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12750.t1b,0,0,2,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12750.t1c,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12750.t1a,0,0,0,0,0,0,0,0,0,0,0
STRG.6661,4,0,0,0,4,0,0,0,0,0,0
STRG.6660,641,768,455,387,610,599,648,685,669,644,236
STRG.6663,1585,2189,1686,1619,2149,1643,1942,1926,1947,1741,748
STRG.6662,2540,2251,6234,4879,2825,3160,3070,2514,3932,3206,571
STRG.6665,56,125,41,63,111,75,84,95,55,83,22
STRG.6664,7,18,0,8,6,3,8,8,4,10,0
STRG.6667,68,116,25,19,83,99,118,62,45,83,43
STRG.6666,889,1702,783,828,1448,1294,1109,1384,955,1088,323
STRG.6669,455,476,340,371,439,396,464,372,454,491,357
STRG.6668,193,437,75,60,312,246,448,346,162,326,43
STRG.2571,59,28,70,98,42,44,47,53,21,63,7
STRG.2570,408,471,553,564,470,307,423,462,548,394,273
STRG.2573,4,0,0,0,0,0,10,0,6,4,0
STRG.2572,6,0,49,50,8,43,4,6,4,10,0
STRG.2575,5,26,0,0,25,0,9,11,15,0,4
STRG.2574,10,16,0,0,12,0,0,0,0,0,15
STRG.2577,10727,8927,11467,10897,5772,12717,7720,7396,15487,6796,7427
STRG.2576,869,1159,1190,1045,983,1033,961,997,911,914,314
STRG.2579,10,0,0,0,0,0,0,0,0,0,0
STRG.2578,11,13,0,0,11,8,28,0,29,16,9
Pocillopora_acuta_HIv2___RNAseq.g20100.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11597.t1,0,0,9,0,0,7,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28967.t1,0,0,0,9,0,0,7,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15305.t1a,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7371.t1a,0,0,0,0,0,0,0,0,4,4,0
Pocillopora_acuta_HIv2___RNAseq.g7371.t1b,0,0,0,0,0,0,0,0,0,4,0
STRG.17725,39,17,12,23,15,4,44,0,30,38,21
STRG.17724,11,0,0,0,18,0,56,0,0,20,3
Pocillopora_acuta_HIv2___TS.g14906.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.17726,620,494,91,178,367,329,277,277,678,367,486
STRG.17721,1,10,5,0,9,0,0,2,1,4,0
STRG.17720,51,3,0,5,16,8,148,5,52,24,9
STRG.17723,11,14,5,2,4,0,4,0,12,6,0
STRG.17722,6,3,0,0,3,6,0,0,4,0,0
STRG.17729,33,112,0,18,7,271,28,24,12,8,42
STRG.17728,3,10,0,0,0,6,5,0,7,2,0
Pocillopora_acuta_HIv2___TS.g28765.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16335.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27829.t1,0,2,1,0,4,0,1,2,11,8,0
Pocillopora_acuta_HIv2___RNAseq.g21177.t1,0,0,0,0,0,0,0,0,0,3,0
Pocillopora_acuta_HIv2___TS.g4604.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29462.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.11071,418,630,293,258,821,413,688,685,446,592,218
Pocillopora_acuta_HIv2___RNAseq.g27991.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.23991,6,3,13,28,5,14,9,0,4,4,11
STRG.23990,168,257,36,40,97,467,286,167,231,159,78
STRG.23993,67,152,20,10,42,87,43,91,39,44,14
STRG.23992,1042,1602,1109,1000,1361,1230,1240,1594,967,1192,383
STRG.23995,90,97,491,627,100,448,181,80,57,320,27
STRG.23994,604,603,668,594,466,664,529,786,653,466,141
Pocillopora_acuta_HIv2___RNAseq.g18787.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.23996,109,146,31,35,150,65,280,108,71,141,30
STRG.23999,100,120,83,184,107,80,138,90,63,82,32
STRG.23998,591,708,843,752,897,779,621,625,770,664,436
Pocillopora_acuta_HIv2___RNAseq.g30081.t1,0,0,0,0,7,0,15,0,5,0,0
STRG.18126,376,474,235,253,335,354,438,395,598,345,80
STRG.18127,489,608,399,302,472,541,519,492,729,549,101
STRG.862,1480,1782,1878,1764,1852,1621,2054,1846,1592,1673,703
STRG.863,1828,1642,1552,1555,2872,1626,1989,2229,1861,2147,948
STRG.864,1786,1547,2521,2342,2050,823,1107,1261,2481,1057,700
STRG.865,20794,26220,31696,20042,25850,20624,19922,14477,17387,15425,9514
STRG.866,583,616,502,449,797,415,606,382,804,407,185
STRG.867,646,332,607,699,577,408,422,453,661,431,467
STRG.868,14,8,22,33,28,10,47,0,11,23,31
STRG.869,294,408,376,479,336,450,389,358,501,486,178
STRG.5795,111,49,129,174,63,98,65,51,171,59,62
Pocillopora_acuta_HIv2___TS.g24471.t1,0,1,0,0,0,0,0,8,3,0,0
STRG.18129,548,493,504,384,540,503,491,505,740,570,135
STRG.19839,477,422,52,49,442,191,441,250,441,298,204
STRG.19838,150,89,38,47,107,91,98,123,82,94,43
STRG.5923,19,5,1,5,21,9,0,4,8,6,0
STRG.19832,6,6,6,3,15,3,2,2,4,3,3
STRG.5921,16,31,16,8,9,59,27,44,17,17,0
STRG.19830,80,84,100,66,130,87,129,105,137,41,58
STRG.5927,87,860,36,28,52,457,39,277,104,112,32
STRG.5926,2,0,0,0,0,0,11,0,4,0,0
STRG.19835,2900,3065,1747,1759,3346,2223,2941,3324,2586,2986,588
STRG.19834,12867,14729,21995,21736,15368,16181,14082,11903,12096,13895,11423
Pocillopora_acuta_HIv2___RNAseq.g25152.t1,0,5,4,0,0,8,12,0,2,3,0
Pocillopora_acuta_HIv2___RNAseq.g30742.t1,0,6,512,418,14,122,84,2,0,75,6
STRG.19484,891,976,927,788,858,579,687,893,966,894,252
STRG.9786,6,4,0,9,5,8,3,16,18,2,9
STRG.19485,940,977,906,951,1099,728,919,1083,1273,820,270
Pocillopora_acuta_HIv2___TS.g19380.t1,0,6,0,0,0,16,0,3,0,0,0
Pocillopora_acuta_HIv2___RNAseq.4816_t,0,0,0,0,0,0,0,0,16,0,16
Pocillopora_acuta_HIv2___TS.g23555.t1,0,0,0,0,3,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1949.t1,0,0,0,0,0,0,6,0,0,0,0
STRG.23768,167,136,44,156,174,79,229,62,124,172,27
STRG.9785,5,0,7,11,9,7,3,2,6,0,16
STRG.13721,325,372,520,493,348,355,361,333,398,368,170
STRG.13720,355,637,718,515,627,481,567,535,541,494,191
STRG.13723,75,112,10,5,30,75,62,35,46,53,44
STRG.13722,844,915,459,462,614,636,828,522,1079,765,221
STRG.13725,443,720,212,304,803,536,579,614,355,663,105
STRG.13724,7,19,0,0,0,7,11,8,13,0,0
Pocillopora_acuta_HIv2___RNAseq.g1115.t1,0,0,17,8,5,0,0,0,4,0,11
STRG.13726,782,951,615,480,1037,580,883,595,898,697,280
STRG.13729,401,487,595,500,557,488,535,472,469,552,140
STRG.13728,125,48,247,152,113,129,175,91,72,120,24
STRG.5790,415,456,673,461,518,287,424,282,316,264,135
Pocillopora_acuta_HIv2___TS.g8990.t1,0,0,4,3,3,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28316.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.11769,672,822,613,610,881,475,902,517,997,885,288
STRG.11768,184,129,13,56,122,87,360,112,136,340,54
STRG.11763,21,15,11,20,12,84,14,12,8,31,43
STRG.11762,48,34,23,27,30,20,33,10,42,26,21
STRG.11761,246,290,616,547,328,419,281,313,333,256,123
STRG.11760,24,11,13,6,9,5,5,3,15,10,6
STRG.11767,70,151,16,51,131,64,137,78,27,104,35
STRG.11766,78,41,51,47,48,36,48,82,60,37,35
STRG.11765,2047,1539,1738,1662,2279,1812,2214,1596,2945,2149,850
STRG.11764,2615,2680,2458,2980,2210,2908,2637,2736,3214,2269,7280
STRG.22646,566,920,673,510,1043,480,1115,799,801,940,100
STRG.22647,388,266,136,125,240,146,177,157,422,233,203
STRG.22644,1030,1194,523,700,985,861,1842,1080,855,1313,520
STRG.22645,355,380,504,375,473,475,621,442,332,382,149
STRG.22642,26,11,6,9,19,25,11,14,18,22,9
Pocillopora_acuta_HIv2___RNAseq.g18863.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.22640,4,7,6,12,14,1,7,3,8,5,6
STRG.22641,114,114,101,54,170,66,115,65,106,157,13
STRG.13893,1348,1650,2080,2322,1800,1523,1434,1734,1374,1484,744
STRG.13892,56,65,97,56,31,147,64,42,94,65,17
STRG.13891,214,268,361,311,269,321,276,224,502,264,399
STRG.13890,7099,8080,8547,8961,7781,7157,6508,8712,6007,7893,2947
STRG.13897,537,539,751,785,430,773,565,594,749,773,222
STRG.13896,140,178,233,167,168,179,249,104,248,189,93
Pocillopora_acuta_HIv2___RNAseq.g18259.t1,0,0,5,9,6,0,0,10,14,0,0
STRG.22649,1,0,2,10,1,1,1,1,2,1,0
Pocillopora_acuta_HIv2___TS.g7842.t1,0,18,0,0,0,56,0,4,0,11,0
Pocillopora_acuta_HIv2___RNAseq.g23542.t1,0,1,0,0,0,0,0,0,0,0,0
STRG.21599,446,493,355,348,424,366,377,443,361,408,206
STRG.21598,354,295,476,324,369,360,495,263,506,405,166
Pocillopora_acuta_HIv2___RNAseq.g30418.t1,0,0,0,0,0,0,47,0,0,0,0
Pocillopora_acuta_HIv2___TS.g21149.t1,0,0,0,0,4,7,0,0,0,0,0
STRG.21593,8558,8893,7472,8635,9967,7473,9319,10041,8666,8920,4012
Pocillopora_acuta_HIv2___RNAseq.g27010.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.21591,765,695,1589,1184,563,707,997,474,1311,619,490
STRG.21590,148,136,151,124,117,115,145,143,111,120,22
STRG.21597,30,0,0,0,29,26,0,17,51,0,0
Pocillopora_acuta_HIv2___RNAseq.g17013.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.21595,1352,1727,1049,884,1571,1192,1482,1323,1122,1245,315
STRG.21594,4785,5422,2900,3481,5586,4106,4836,5598,5470,4389,1609
STRG.20648,218,298,285,199,276,317,269,209,325,208,133
STRG.20649,199,204,435,378,278,377,277,242,251,290,85
Pocillopora_acuta_HIv2___TS.g909.t1,0,0,4,0,0,0,0,3,10,0,0
STRG.20640,1292,1026,1034,1361,1077,1181,1520,989,1299,1163,517
STRG.20641,57408,31759,41289,54884,52215,51450,51155,37977,62184,58587,33496
STRG.20642,27,40,163,161,45,44,70,13,12,33,35
STRG.20643,905,1767,17747,15807,2608,7327,3119,2963,942,3898,334
STRG.20644,4780,12159,1045,1172,11686,4016,8712,12574,5053,7904,1298
STRG.20645,4632,4334,4136,3962,4445,3829,4233,3720,5146,3644,2254
STRG.20646,31,27,59,104,57,56,80,38,70,43,19
STRG.20647,285,263,499,365,266,291,247,267,320,298,63
STRG.11499,997,895,953,1019,1032,856,936,896,1223,1050,397
STRG.11498,229,152,339,260,228,187,236,167,150,164,94
STRG.11495,476,710,669,743,611,617,670,535,536,633,876
STRG.11494,1025,902,609,621,1008,774,1025,972,880,842,339
STRG.11497,147,123,227,128,159,150,134,139,155,166,24
STRG.11496,901,1230,680,537,1331,586,874,1099,1066,767,376
Pocillopora_acuta_HIv2___RNAseq.g25569.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.11490,94,268,158,210,129,278,324,206,131,224,49
STRG.11493,552,773,921,872,667,726,740,782,742,691,256
Pocillopora_acuta_HIv2___TS.g19836.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.5793,2,0,0,0,0,0,7,0,20,0,10
Pocillopora_acuta_HIv2___RNAseq.g2418.t1,0,34,3,3,5,18,11,5,0,4,2
Pocillopora_acuta_HIv2___RNAseq.26390_t,0,9,0,0,4,0,0,0,0,7,0
Pocillopora_acuta_HIv2___RNAseq.g9658.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.1608,12945,7481,8231,9674,10452,8527,10207,7330,11891,9846,10170
STRG.1609,215,173,172,89,183,114,202,105,223,206,70
STRG.1606,805,6667,522,617,7764,9603,10590,8109,1008,10220,472
Pocillopora_acuta_HIv2___RNAseq.g25696.t1,0,0,7,11,0,0,0,0,6,0,0
STRG.18924,323,369,241,257,312,259,344,317,231,251,83
Pocillopora_acuta_HIv2___RNAseq.g3421.t1a,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3421.t1b,0,0,9,0,9,0,3,0,7,0,0
Pocillopora_acuta_HIv2___RNAseq.g25110.t1,0,0,0,0,0,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g6530.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.7846,3876,4333,1840,2508,4411,3329,4493,4227,3902,4023,934
STRG.18923,208,177,258,146,266,181,224,226,183,162,115
STRG.24341,3101,2639,952,1424,3425,1969,3882,2098,2343,4547,2269
STRG.24340,117,117,71,143,136,151,192,130,142,217,23
STRG.24343,272,753,185,258,249,536,434,448,328,243,163
STRG.24342,1405,1342,1651,1579,1290,1286,1222,1164,1288,1223,854
STRG.24345,1427,1395,1166,984,1492,1165,1228,1234,1155,1304,322
STRG.24344,204,141,155,126,220,141,175,220,241,253,77
STRG.24347,455,522,673,729,681,537,511,486,563,538,312
STRG.24346,1041,1441,1567,1295,1323,1172,1254,1211,1277,1167,644
STRG.24349,228,365,452,315,361,226,292,195,239,227,290
STRG.24348,854,997,942,762,924,802,805,758,1063,1008,593
Pocillopora_acuta_HIv2___TS.g18209.t1,0,0,1,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23203.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.23696,1243,1828,1328,1340,1610,1659,1592,1551,1342,1403,1009
STRG.23697,378,396,444,341,562,360,516,432,520,527,256
STRG.23694,3134,3998,3702,2883,4784,2436,3957,3210,3216,2966,1610
STRG.23695,22,36,49,28,35,25,47,22,37,11,42
STRG.23692,44,54,88,63,68,52,79,37,74,48,55
STRG.23693,1062,768,1187,1115,1128,594,1055,1056,944,1022,392
STRG.23690,14,56,20,26,24,32,31,22,24,24,20
STRG.9463,1150,1513,1359,1261,1365,1166,1139,1175,1095,1003,511
Pocillopora_acuta_HIv2___RNAseq.g21992.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.23698,377,531,747,506,485,379,556,423,471,369,85
STRG.23699,175,166,196,135,211,149,157,171,218,206,85
STRG.7279,45,39,10,17,50,22,78,32,50,52,49
STRG.7278,2320,2584,2205,2123,2627,2203,2877,2270,2374,2228,645
STRG.5120,239,181,226,155,212,197,166,153,152,113,99
STRG.7271,858,873,498,705,1042,748,1065,638,676,624,432
STRG.9466,481,915,748,805,812,594,672,685,469,572,142
STRG.7273,572,760,551,495,819,754,608,668,690,797,152
STRG.7272,369,680,1524,920,578,249,562,403,391,337,171
STRG.7275,45,28,116,89,62,28,54,40,36,66,8
STRG.7274,377,582,303,337,514,442,481,442,501,424,227
STRG.7277,88,85,19,70,84,75,81,31,56,58,45
Pocillopora_acuta_HIv2___RNAseq.g18344.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.7033,80,31,64,57,35,55,78,38,49,48,7
STRG.5125,106,56,0,0,17,103,14,33,82,23,36
STRG.8020,473,441,672,597,552,375,459,455,408,427,291
STRG.9465,1512,1889,2067,1912,1895,1613,1558,2002,1731,1421,434
